Energy_keV,InputSpectrum,DetectedSpectrum,GaussianFit
3.060000000000002629e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.787472788255561140e-11
3.070000000000002416e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.540186810052482025e-11
3.080000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.338967040087348381e-11
3.090000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.011630288010894541e-12
3.100000000000002487e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.647648839637384870e-12
3.110000000000002629e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.885176109736818540e-12
3.120000000000002416e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.679116668440086721e-13
3.130000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.937014625817017991e-13
3.140000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.501715934287607886e-13
3.150000000000002487e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.259379058782675819e-13
3.160000000000002629e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.298249082374456795e-14
3.170000000000002771e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.129162294397500039e-14
3.180000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.544476258256995664e-14
3.190000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.573197393607164065e-15
3.200000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.689115127681180810e-15
3.210000000000002274e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.785295179527487819e-15
3.220000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.583071846224102012e-16
3.230000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.099400551888457585e-16
3.240000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.945104123069895542e-16
3.250000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.168752412298981132e-17
3.260000000000002274e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.293609352651494930e-17
3.270000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.997467413298156390e-17
3.280000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.231701839998198115e-18
3.290000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.238661428063410384e-18
3.300000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.933394941249016115e-18
3.310000000000002274e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.761073420980799376e-19
3.320000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.944018593527296333e-19
3.330000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.763865554874859530e-19
3.340000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.836766316187110494e-20
3.350000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.459021058883864590e-20
3.360000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.516751409350008569e-20
3.370000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.607246355898766982e-21
3.380000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.859377430150376699e-21
3.390000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.229326833542298630e-21
3.400000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.250590275078983610e-22
3.410000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.227890235652778168e-22
3.420000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.391270333153598472e-23
3.430000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.932781208111952875e-23
3.440000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.636138716999421663e-23
3.450000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.762158549886459868e-24
3.460000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.776485876693949042e-24
3.470000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.132531994505070570e-24
3.480000000000002558e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.589341578840994454e-25
3.490000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.847545649086081605e-25
3.500000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.388986352336820850e-26
3.510000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.935752523800005411e-26
3.520000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.158774456469171101e-26
3.530000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.543842563480453071e-27
3.540000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.770078509584245839e-27
3.550000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.850254003407274691e-28
3.560000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.633696416382417237e-28
3.570000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.005934358936896273e-28
3.580000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.816967512652274563e-29
3.590000000000002700e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.438838919587278091e-29
3.600000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.388287766958914101e-30
3.610000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.004630244316444108e-30
3.620000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.409052411140229394e-31
3.630000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.720419927003932263e-31
3.640000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.923254268119449670e-32
3.650000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.595979305081257842e-32
3.660000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.294568810677596390e-32
3.670000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.629967977753134111e-33
3.680000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.645037213503764543e-33
3.690000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.806552515693326471e-34
3.700000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.036131775323879130e-34
3.710000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.093136157072458420e-35
3.720000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.454797110047259396e-35
3.730000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.439909737932636552e-36
3.740000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.882736138437342595e-36
3.750000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.781757113776813406e-37
3.760000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.297416061424091069e-37
3.770000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.104270613480679271e-37
3.780000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.673856364327498341e-38
3.790000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.214265686057640645e-38
3.800000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.987036063223184907e-39
3.810000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.300563307581299044e-39
3.820000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.214613193444080688e-40
3.830000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356840628184320404e-40
3.840000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.339551512947417110e-41
3.850000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.378814203893171069e-41
3.860000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.352227022179704330e-42
3.870000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.364778666870810457e-42
3.880000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.251652894207831827e-43
3.890000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.315825411454394227e-43
3.900000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.045606412875856264e-44
3.910000000000002984e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.235702372775857127e-44
3.920000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.749635255948870877e-45
3.930000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.130339902895246724e-45
3.940000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.385119357103403907e-46
3.950000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.007125993554029158e-46
3.960000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.976723635252020504e-47
3.970000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.740537054652016188e-48
3.980000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.549662007807086649e-48
3.990000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.388767463275942326e-49
4.000000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.127189971148773293e-49
4.010000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.083947344077038260e-50
4.020000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.728659703198075731e-50
4.030000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.879535272831779442e-51
4.040000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.368334594591530256e-51
4.050000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.811983781105530462e-52
4.060000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.055005377087280616e-52
4.070000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.900702531067907667e-53
4.080000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.923126803164081230e-54
4.090000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.149982430673727885e-54
4.100000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.795862945787461085e-55
4.110000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.552194696748416597e-55
4.120000000000003126e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.129706385299621192e-56
4.130000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.091533444340434590e-56
4.140000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.866155906838098103e-57
4.150000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.476657146859742151e-58
4.160000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.937581651353709387e-58
4.170000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.988356141177103883e-59
4.180000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.275850484910278727e-59
4.190000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.241805880497460670e-60
4.200000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.183123775547207538e-61
4.210000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.052088689069251351e-61
4.220000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.112319936188329610e-62
4.230000000000003268e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.265274672732543097e-62
4.240000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.110974824411624231e-63
4.250000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.598940959564071760e-64
4.260000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.843972906722410482e-64
4.270000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.445298132019569322e-65
4.280000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.064613924467880466e-65
4.290000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.532959717566538755e-66
4.300000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.987000796366813925e-67
4.310000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.405837878111777497e-67
4.320000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.279488081969983077e-68
4.330000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.600143025092035486e-69
4.340000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.749775636940950857e-69
4.350000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.002099273299884137e-70
4.360000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.093650127591048751e-71
4.370000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.052737974329688465e-71
4.380000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.603346689824835607e-72
4.390000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.025554496673357786e-72
4.400000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.269805762398195423e-73
4.410000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.990723818302771263e-74
4.420000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.090142501377025705e-74
4.430000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.365635878652380616e-75
4.440000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.099850166178993678e-76
4.450000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.092224280657775488e-76
4.460000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.323866251305386253e-77
4.470000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.911965668698727627e-78
4.480000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.031441041965314315e-78
4.490000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.151683481886690547e-79
4.500000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.459203119477069152e-80
4.510000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.180810353298120642e-81
4.520000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.877801446604302406e-81
4.530000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.815603285604168573e-82
4.540000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.702321647213932802e-83
4.550000000000003553e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.544631826850283334e-83
4.560000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.077323826526421005e-84
4.570000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.090687418100130721e-85
4.580000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.197579395882237540e-85
4.590000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.339306950553075737e-86
4.600000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.539572942317923663e-87
4.610000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.751604404514708930e-88
4.620000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.676120544803104212e-88
4.630000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.189096878604936255e-89
4.640000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.028025313147678472e-90
4.650000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.131950183112935898e-90
4.660000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.111662232755497655e-91
4.670000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.913510316074385438e-92
4.680000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.205322187504771533e-93
4.690000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.317908379053284164e-93
4.700000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.394759611566423289e-94
4.710000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.322982950160565244e-95
4.720000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.752647043101652016e-96
4.730000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.381215341423712400e-96
4.740000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.444655497182143483e-97
4.750000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.298518810981160785e-98
4.760000000000003695e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.508702340908566995e-99
4.770000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.303034267514327662e-99
4.780000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.246423726760547473e-100
4.790000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.847444907488094923e-101
4.800000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.546332104387460073e-102
4.810000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.106543648811146477e-102
4.820000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.858163639567248735e-103
4.830000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.099875539283327169e-104
4.840000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.137471771129983407e-105
4.850000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.458620329395509119e-106
4.860000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.383548879197990505e-106
4.870000000000003837e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.248197050791215655e-107
4.880000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.629268777310939327e-108
4.890000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.820345735480330483e-109
4.900000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.273065456816036305e-110
4.910000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.467718470326293732e-110
4.920000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.307847382458330804e-111
4.930000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.605091595800831747e-112
4.940000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.594617676024192679e-113
4.950000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.625204774743929919e-114
4.960000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.321031909057629969e-114
4.970000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.010027934618910833e-115
4.980000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.038335794779920132e-116
4.990000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.562620410355312813e-117
5.000000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.806718646394949131e-118
5.010000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.008802505062330703e-118
5.020000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.485317836394997872e-119
5.030000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.172588780242268072e-120
5.040000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.157043459251142640e-121
5.050000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.557518918535195751e-122
5.060000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.536139183798681198e-123
5.070000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.312343669572045473e-124
5.080000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.318079453983751322e-124
5.090000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.853399653280641409e-125
5.100000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.589056072893698346e-126
5.110000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.593012491362075746e-127
5.120000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.953599486116939510e-128
5.130000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.784657738991748346e-129
5.140000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.231661893068503727e-130
5.150000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.247891217521682822e-130
5.160000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.675785614913574662e-131
5.170000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.235656515931063607e-132
5.180000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.963033715857848279e-133
5.190000000000004121e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.901332796223848739e-134
5.200000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.103102549208207629e-135
5.210000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.631327620676914885e-136
5.220000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.560745092902994561e-137
5.230000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.097912016019529431e-137
5.240000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.398841160061197382e-138
5.250000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.770574311645127818e-139
5.260000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.226408272954720686e-140
5.270000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.781252041072185289e-141
5.280000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.451602531278743062e-142
5.290000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.255455980382991340e-143
5.300000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.212142944315221366e-144
5.310000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.342075752011202949e-145
5.320000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.666399100220964078e-146
5.330000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.206537258534502442e-147
5.340000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.098363513879107246e-147
5.350000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.301789524230392519e-148
5.360000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.532781813139264262e-149
5.370000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.792936039376561205e-150
5.380000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.083503080917465643e-151
5.390000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.405295223558944929e-152
5.400000000000004263e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.758592318482393119e-153
5.410000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.143051868511532620e-154
5.420000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.557627433737846835e-155
5.430000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000499998418111360e-156
5.440000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.469026969894529859e-157
5.450000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.959713253151271009e-158
5.460000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.468208341355255962e-159
5.470000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.989332579180528189e-160
5.480000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.517134707050944752e-161
5.490000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.044981515312670194e-162
5.500000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.565678982348058382e-163
5.510000000000004405e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.071622711823841608e-164
5.520000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.554973907329063002e-165
5.530000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.007855622557574563e-166
5.540000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.422562698732028196e-167
5.550000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.791777740841670207e-168
5.560000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.010878477133359478e-168
5.570000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.036767189624763450e-169
5.580000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.056351446327179190e-170
5.590000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.069253079364349847e-171
5.600000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.075220361100361853e-172
5.610000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.074136172102353749e-173
5.620000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.066021823937369068e-174
5.630000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.051036362507494931e-175
5.640000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.029471383731171756e-176
5.650000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.001741597639036223e-177
5.660000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.683715674295902767e-179
5.670000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.299792157412857657e-180
5.680000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.872568222184196678e-181
5.690000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.409503274782196520e-182
5.700000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.918378048506321514e-183
5.710000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.407079617134497060e-184
5.720000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.883394887808578815e-185
5.730000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.354819930045318671e-186
5.740000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.828391346239998729e-187
5.750000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.310544499101112619e-188
5.760000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.807001877474390865e-189
5.770000000000005258e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.322693300772381807e-190
5.780000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.861708126793829718e-191
5.790000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.427278219676381350e-192
5.800000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.021789221539731524e-193
5.810000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.646816701217595527e-194
5.820000000000005258e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.303183055307468078e-195
5.830000000000004690e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.991030619488362874e-196
5.840000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.709906302305657838e-197
5.850000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.458853154818507056e-198
5.860000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.236504600722897211e-199
5.870000000000005258e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.041177528194503352e-200
5.880000000000005400e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.709610379770567557e-202
5.890000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.237983032224357644e-203
5.900000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.975596795284420402e-204
5.910000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.901058682224992207e-205
5.920000000000005258e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.993405494829424828e-206
5.930000000000005400e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.232524399439772906e-207
5.940000000000004832e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.599471761499220458e-208
5.950000000000004974e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.076697729706476835e-209
5.960000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.648186543640734850e-210
